queue_count,avg_service_time,active_counters,hour_of_day,day_of_week,actual_wait
87,8.74,2,13,3,387.91
75,16.97,3,9,6,417.72
168,14.12,4,10,2,533.42
162,12.01,1,15,3,1943.12
205,8.01,1,15,0,1331.18
209,4.69,6,16,2,172.2
218,7.53,3,15,5,595.04
264,6.69,5,16,5,311.6
90,19.52,3,14,6,499.74
224,11.94,5,10,5,564.6
100,13.02,4,14,5,337.81
150,17.89,1,14,0,2525.07
234,16.86,4,13,4,1070.57
251,6.23,7,12,0,234.82
47,8.43,7,15,2,54.16
290,12.01,2,10,4,1530.41
153,9.56,2,10,5,753.55
238,2.08,6,11,4,85.01
222,10.79,2,16,3,1136.52
112,3.27,7,11,1,50.52
276,13.36,2,11,4,2118.57
152,5.58,4,14,1,225.02
158,8.5,2,11,0,707.75
96,2.77,7,9,0,39.18
76,6.46,4,12,4,131.95
167,4.03,3,11,3,218.22
190,9.57,7,16,0,269.33
176,3.1,5,15,1,118.55
93,12.49,2,15,4,568.25
60,14.84,7,14,6,126.22
57,18.96,1,16,4,960.04
174,9.09,2,15,3,901.05
203,12.54,6,13,4,407.0
114,10.97,5,10,2,269.84
55,2.4,2,9,1,56.77
91,4.51,3,9,6,130.49
97,19.36,1,15,5,1662.75
27,9.52,2,13,6,126.35
149,8.41,3,10,2,335.03
51,14.72,4,16,2,174.11
174,10.32,4,14,1,471.85
146,7.03,6,9,4,218.58
248,18.04,5,15,4,716.27
59,6.76,1,15,2,412.97
79,16.52,4,10,5,348.11
205,13.97,2,15,1,1663.95
112,2.24,6,15,0,33.24
116,6.55,2,14,1,312.18
59,17.45,5,14,5,217.94
255,11.0,3,15,2,1044.81
52,16.17,6,14,1,135.49
88,18.53,6,11,1,265.05
57,10.28,3,9,6,174.31
208,11.45,1,11,0,2647.62
64,19.97,4,14,3,326.69
36,5.63,7,10,3,29.3
198,7.81,3,11,0,577.03
186,4.07,3,11,1,271.66
67,11.33,3,15,2,237.98
206,14.99,3,15,0,1067.23
92,5.29,3,9,3,145.28
212,7.95,2,13,5,793.52
90,14.41,4,14,3,268.71
276,11.71,6,13,0,478.27
65,5.17,7,16,1,47.11
97,17.5,1,13,4,1258.13
148,11.3,6,14,2,311.96
221,18.96,2,12,6,2247.19
179,3.72,2,11,4,298.89
129,17.02,4,16,2,515.13
26,2.89,1,9,4,80.13
112,19.5,5,14,4,427.94
177,16.04,4,14,2,728.22
236,12.43,1,16,5,3038.07
149,2.9,3,13,2,154.42
90,12.24,7,13,3,160.92
93,9.8,5,10,1,194.94
196,17.35,2,16,1,1621.98
142,3.75,2,14,3,258.64
224,6.38,2,11,5,639.2
122,16.04,1,15,4,2114.49
106,11.91,7,14,5,188.74
122,4.69,7,9,5,90.76
174,2.36,2,10,2,209.99
160,12.65,6,13,0,335.69
226,15.19,7,16,4,537.39
214,5.95,7,16,1,171.7
147,12.96,3,11,2,771.99
193,6.78,6,10,3,199.7
29,10.3,1,13,5,377.93
189,2.32,7,10,4,69.63
82,10.95,5,11,6,195.85
186,9.08,1,9,0,1920.99
92,11.26,1,16,4,953.24
197,5.45,7,17,3,159.62
59,5.58,4,14,0,59.84
83,8.98,4,9,4,195.4
9,9.51,5,9,3,21.12
39,13.8,6,9,4,83.62
123,5.13,7,11,6,88.97
209,7.82,4,13,2,404.93
170,9.38,7,14,4,244.2
225,8.37,7,10,5,272.76
168,6.92,6,15,3,194.33
241,4.98,4,16,1,309.66
106,14.45,5,10,3,323.63
146,15.86,4,11,4,539.79
119,9.84,2,12,2,534.29
172,13.32,5,10,1,459.74
84,14.62,4,12,6,246.26
76,16.19,4,17,6,287.39
105,16.93,1,15,5,2055.36
122,19.7,4,11,3,645.1
215,12.04,2,15,1,1300.04
114,4.32,7,11,2,68.61
85,19.71,3,9,5,531.79
116,5.05,3,13,0,184.93
158,4.37,6,16,1,94.86
241,10.79,2,11,3,1586.74
141,15.48,3,10,2,683.22
152,16.37,5,17,6,542.83
103,5.6,4,13,3,163.83
79,12.38,7,15,2,131.96
21,11.53,6,9,3,44.2
89,12.58,2,9,6,512.8
183,2.74,1,13,2,416.94
164,11.13,6,11,6,299.03
172,4.48,7,11,4,124.73
149,3.56,7,14,6,77.13
7,17.66,1,9,3,113.59
98,16.99,4,16,2,454.83
188,7.55,6,15,0,243.3
84,10.41,4,15,6,202.0
82,13.89,2,13,2,579.47
118,19.42,2,14,0,928.48
208,18.11,5,16,5,759.39
215,7.54,7,16,1,200.95
68,15.13,6,15,2,171.14
194,15.28,7,9,1,451.28
199,3.65,2,12,1,316.09
129,19.3,1,16,4,2073.23
121,13.6,5,13,5,357.49
227,9.86,3,10,2,716.75
146,7.67,2,14,4,636.35
162,5.14,5,11,5,140.79
140,14.36,6,17,6,369.24
66,3.07,4,9,4,39.41
62,19.53,2,12,6,651.79
171,19.78,3,13,1,992.29
3,5.47,5,9,6,3.41
227,11.31,6,11,3,432.54
80,4.69,1,10,1,345.3
53,5.28,2,14,5,130.68
223,14.94,1,13,5,2974.68
196,14.77,6,11,1,474.77
137,9.16,7,14,5,170.92
128,18.0,7,14,0,323.9
104,7.37,4,14,3,163.2
169,11.78,4,9,1,492.9
177,17.14,5,13,3,528.6
225,4.66,7,16,0,174.32
163,2.63,3,17,6,163.86
108,19.95,4,9,3,546.74
230,9.4,3,15,2,725.48
118,14.82,2,11,0,1001.02
76,17.9,1,10,3,1378.84
297,12.52,2,11,4,1931.16
81,17.64,1,17,3,1517.12
108,18.8,7,13,6,334.59
135,18.31,5,13,0,485.96
227,3.36,3,14,4,220.35
132,7.6,7,13,5,129.81
169,17.39,7,12,3,424.74
197,15.51,3,12,6,1027.09
269,11.52,6,15,3,423.56
182,13.86,4,10,0,672.19
122,3.99,7,13,4,69.65
137,14.54,6,15,4,355.96
79,14.84,4,10,3,314.23
5,19.47,4,9,5,26.59
147,15.3,2,17,6,1011.72
197,11.64,3,15,2,853.08
216,10.49,3,12,0,860.9
262,15.62,7,12,0,621.06
90,2.83,5,11,1,48.75
63,15.85,6,14,4,170.55
92,11.57,6,17,4,200.22
71,15.99,4,16,1,291.4
162,16.08,2,9,3,1486.75
50,19.61,3,12,3,337.86
149,9.32,1,12,0,1342.65
113,8.38,7,13,3,131.86
193,13.52,5,16,2,518.97
150,12.78,7,11,2,322.15
100,7.28,6,17,2,141.57
196,10.77,2,9,1,1124.27
82,4.09,5,12,5,60.91
207,2.1,2,15,6,225.3
224,5.67,4,11,2,280.15
105,2.97,2,15,1,165.09
276,8.86,6,10,0,375.41
81,5.98,5,12,0,112.17
171,13.08,6,16,5,373.74
14,16.26,2,9,2,121.47
195,13.37,1,9,1,2193.34
49,3.85,5,9,2,29.16
247,3.15,6,17,5,119.07
239,10.95,3,11,5,1026.8
140,19.99,6,14,3,443.97
184,4.58,2,13,1,399.97
267,2.97,3,17,1,236.38
163,7.85,3,9,1,438.76
179,9.3,7,16,1,210.36
136,5.1,7,16,3,96.82
259,12.8,6,11,6,548.22
164,17.57,3,16,2,923.69
100,5.61,1,17,0,529.5
92,2.94,7,9,5,35.97
192,5.1,1,10,4,1079.91
103,13.67,3,10,4,450.58
128,3.7,4,11,1,120.44
163,5.6,4,15,1,206.79
161,9.92,4,13,0,311.99
194,7.78,6,11,4,221.51
199,8.07,2,13,1,843.76
125,13.12,7,15,5,220.53
252,4.39,2,12,5,612.59
106,11.47,2,15,6,619.36
211,12.45,1,11,3,2943.2
184,14.33,5,10,4,477.77
215,15.87,1,10,3,3572.16
109,11.47,6,11,0,225.3
86,10.16,5,16,0,190.32
64,10.15,5,13,6,155.61
188,10.3,7,12,4,267.1
176,15.82,1,12,5,3125.22
78,9.85,3,14,2,230.03
91,7.46,4,15,4,149.64
114,5.85,1,9,3,591.23
119,10.61,1,14,2,1125.14
188,8.46,6,14,6,271.59
244,16.19,3,11,3,1281.68
154,19.07,7,12,3,442.8
130,17.95,3,14,3,853.15
23,10.43,3,9,1,75.62
179,7.65,1,9,2,1393.83
47,3.34,4,17,1,40.57
115,17.08,7,16,1,272.84
99,10.1,1,9,3,1014.94
181,17.31,1,13,0,3079.29
239,3.33,5,16,5,135.76
262,12.2,6,10,4,488.16
200,4.48,4,12,0,189.86
151,11.67,5,14,3,297.93
184,4.1,4,15,4,168.96
211,3.31,2,11,5,252.98
99,8.38,2,11,4,429.51
110,18.76,7,11,5,344.58
95,13.61,2,15,3,607.37
151,17.64,1,9,1,2844.53
167,8.09,2,17,4,836.9
156,14.76,2,17,5,991.98
113,7.89,4,17,4,218.43
65,16.81,5,11,4,167.11
124,8.04,3,9,4,312.74
52,4.13,1,16,2,241.54
177,19.12,5,14,1,667.08
38,17.75,1,9,2,689.0
196,12.78,2,11,2,1251.61
195,8.98,1,13,5,1965.93
133,13.67,4,15,3,503.11
93,15.64,4,17,1,374.92
142,4.42,1,10,0,626.45
75,10.59,1,11,6,628.33
178,18.32,6,16,1,593.89
186,7.34,4,11,0,344.06
191,19.4,2,12,5,1823.92
77,14.89,3,10,5,384.3
97,9.37,2,11,4,425.78
225,15.54,5,11,5,741.09
206,18.26,7,11,0,554.38
136,12.06,4,12,6,395.27
157,17.76,7,17,0,417.29
176,16.38,5,14,5,597.84
41,15.24,6,12,6,101.04
29,7.7,3,13,6,63.91
95,14.03,5,11,0,224.63
220,4.37,1,9,4,1011.58
141,15.24,6,15,4,370.17
225,12.9,1,15,2,2369.42
79,13.42,4,13,0,275.02
242,12.86,4,11,1,855.68
49,4.26,3,14,3,78.04
211,13.37,2,11,2,1327.79
170,19.9,4,10,0,755.63
155,7.51,5,11,2,193.58
219,5.28,6,12,5,173.55
100,2.92,7,17,5,45.4
45,8.53,7,16,5,51.97
33,8.07,3,14,0,80.87
121,12.87,2,11,0,694.84
100,12.95,5,14,2,273.65
233,14.19,3,13,0,980.11
261,8.03,6,17,6,326.46
59,14.93,6,9,0,117.84
55,8.0,7,16,3,53.77
37,9.84,4,14,1,87.24
268,16.34,7,12,4,662.5
89,11.13,6,11,3,159.3
76,15.78,6,10,4,223.73
286,13.85,1,17,4,4009.04
182,13.59,4,15,1,525.89
168,18.86,1,9,6,2800.28
161,14.19,6,15,3,391.78
251,8.96,7,15,0,370.3
48,7.85,3,9,1,120.6
129,14.8,5,17,0,433.22
67,16.91,6,12,0,204.99
193,11.68,3,17,5,846.16
273,3.38,4,17,0,244.73
42,11.39,2,9,0,265.49
115,9.22,2,10,3,499.48
184,3.55,2,9,4,301.09
246,11.52,5,17,4,539.94
150,14.76,5,14,3,523.7
30,5.76,5,14,4,29.45
158,2.99,1,16,5,498.43
245,3.98,2,11,1,558.15
152,10.12,7,15,0,196.31
262,4.96,6,10,0,203.9
97,16.74,2,13,6,769.94
171,4.81,1,9,5,742.91
159,6.49,7,15,0,135.99
228,3.05,4,11,2,197.82
63,17.08,4,16,1,249.25
215,9.17,5,11,2,340.36
60,8.42,5,15,3,87.32
166,9.33,4,11,2,354.68
215,2.48,2,16,4,235.09
189,19.65,1,12,4,3483.56
215,14.61,3,12,1,910.55
58,16.91,7,14,2,138.52
99,14.92,2,9,2,843.43
164,15.81,2,14,0,1189.23
188,16.38,5,15,1,673.48
248,19.32,6,15,0,883.63
239,17.78,3,17,1,1092.12
72,3.94,6,14,6,47.86
193,13.39,3,9,1,861.55
86,4.83,3,11,2,169.84
146,17.94,6,11,5,414.19
96,8.4,7,13,0,112.21
225,10.01,3,11,3,626.9
269,8.33,7,17,0,298.09
136,10.14,3,12,3,459.56
123,18.15,2,17,4,1346.7
81,13.58,5,10,1,199.65
220,10.74,4,13,6,618.29
255,18.79,7,11,0,630.75
191,6.57,5,9,1,266.8
191,17.93,2,15,5,1829.3
60,10.5,6,12,0,96.5
124,2.27,3,13,4,92.5
140,8.5,6,16,0,200.56
200,18.75,6,16,4,634.49
83,2.44,7,17,1,27.09
189,18.77,5,17,6,816.41
155,7.73,1,14,2,1150.79
151,16.37,3,17,5,789.82
200,14.45,2,15,6,1354.13
232,14.18,7,17,3,542.47
126,17.47,7,17,1,327.59
115,19.74,6,10,5,411.62
166,13.27,2,11,5,1025.83
61,9.95,3,13,2,221.24
146,16.82,5,16,1,505.89
147,9.65,3,14,1,591.56
269,14.14,5,13,0,767.29
253,15.85,2,17,4,1889.29
219,16.71,3,11,6,1122.48
100,9.85,5,12,4,202.05
289,11.12,1,12,0,3560.74
243,12.1,6,15,0,508.14
79,18.41,7,9,1,217.35
218,14.92,4,12,4,881.84
171,12.74,1,15,6,2566.73
21,3.81,5,9,1,13.43
97,13.44,2,14,6,611.94
205,4.08,7,10,6,97.82
13,5.06,7,9,2,7.15
218,14.23,4,10,2,654.83
222,6.41,6,16,6,246.44
90,17.34,5,9,0,345.62
175,15.91,5,17,4,556.91
245,3.82,5,12,2,184.84
183,9.79,4,13,6,405.85
63,15.36,1,10,4,766.93
51,17.05,6,9,6,125.02
240,12.69,1,11,4,2869.59
224,2.42,2,17,3,292.43
182,4.36,4,15,2,218.32
178,4.92,3,15,2,313.52
113,7.27,2,10,1,396.55
181,14.89,5,10,6,536.1
226,17.74,6,15,1,569.94
186,11.04,3,10,6,707.07
83,16.76,1,14,5,1352.63
165,12.56,3,9,4,815.75
36,5.59,3,9,6,71.79
71,17.58,6,16,0,211.79
276,19.67,6,11,1,889.51
223,5.8,1,10,1,1137.58
103,13.75,5,11,5,301.06
193,7.0,6,13,5,197.73
164,11.72,5,9,4,457.98
20,19.11,7,9,5,42.68
119,17.86,3,12,2,767.34
127,16.32,4,14,1,535.06
166,3.45,3,15,0,189.0
251,9.76,7,12,4,391.29
211,10.85,3,11,2,669.42
70,11.55,2,9,3,374.21
175,12.98,1,13,0,2128.52
9,9.1,2,14,5,37.96
138,5.18,6,10,6,113.94
255,2.99,5,15,2,111.03
86,3.27,7,10,4,43.75
223,14.46,5,16,6,655.33
22,10.33,5,9,3,38.17
134,17.77,6,13,5,397.84
172,11.13,1,12,5,1731.9
137,2.77,5,15,0,84.69
212,13.54,4,11,1,666.09
100,8.32,7,9,1,109.0
184,4.27,4,12,0,187.01
215,11.74,4,17,1,775.79
230,18.49,7,10,4,559.94
208,6.3,4,17,0,336.23
153,8.65,5,15,0,292.77
107,7.45,2,11,6,366.37
57,3.6,3,13,5,78.94
30,18.23,6,9,1,90.37
105,7.4,4,13,5,179.32
149,14.63,1,17,0,2038.17
6,14.47,2,9,3,45.4
75,12.45,7,10,0,154.17
113,7.43,2,10,1,365.42
188,5.52,2,15,1,494.8
109,14.64,7,15,1,231.27
70,6.98,4,14,1,126.4
221,5.02,4,10,6,205.21
199,13.15,5,11,4,652.68
131,11.86,2,15,6,768.76
175,9.8,2,10,1,856.56
162,2.56,7,16,3,48.52
134,17.13,4,17,0,656.35
198,7.01,1,14,2,1319.05
162,5.72,5,10,2,194.49
226,7.41,2,12,4,768.74
224,8.8,6,10,2,338.42
179,17.49,6,11,1,523.35
128,18.36,1,15,2,2370.6
205,2.56,3,13,6,174.33
236,7.02,7,17,3,259.54
76,11.04,4,9,5,179.86
89,12.1,7,10,1,161.3
19,7.51,4,14,2,36.15
62,2.08,2,11,1,59.09
146,10.06,3,15,4,514.3
47,10.27,5,17,3,80.05
91,11.69,3,15,0,320.08
56,3.49,6,15,5,32.84
181,4.09,7,12,1,95.64
13,2.31,7,14,3,4.49
195,14.57,2,12,4,1205.04
171,13.76,2,16,4,1150.62
139,19.77,1,9,3,2478.35
50,12.9,6,11,2,103.73
143,17.21,7,14,3,310.03
162,13.29,5,11,6,493.83
160,15.67,6,16,2,409.31
265,4.42,1,15,2,1264.99
213,15.66,1,13,3,3043.53
214,14.12,5,15,4,539.42
199,18.14,7,17,0,524.64
221,7.77,4,11,0,388.33
140,15.24,1,17,3,1926.78
220,11.7,7,15,1,402.22
161,7.33,4,16,3,239.91
140,9.62,6,10,0,251.11
252,13.28,7,11,5,517.01
230,10.59,6,16,3,377.81
121,16.61,7,10,5,310.08
189,7.27,6,13,5,229.65
132,18.03,6,15,6,401.83
89,11.82,5,9,5,175.26
226,11.26,1,13,4,2607.33
76,13.52,2,9,0,513.49
145,8.92,1,15,0,1153.15
118,11.49,5,15,0,223.95
35,12.16,4,9,4,119.07
40,4.75,6,9,0,31.01
151,11.95,1,14,1,1590.72
284,2.2,6,13,0,106.66
190,7.18,5,17,3,276.92
148,18.89,6,17,1,496.38
99,5.8,7,9,2,70.06
246,2.8,5,11,0,143.17
82,19.46,4,17,6,368.97
211,9.26,6,17,2,330.52
123,19.0,4,13,2,521.62
163,6.83,5,17,4,246.16
94,14.2,6,9,3,185.41
46,15.08,3,12,5,265.47
58,6.48,2,9,3,162.64
74,11.04,5,17,2,164.93
66,3.59,2,16,4,126.58
165,9.87,6,17,1,327.1
68,4.13,4,16,6,75.82
198,15.76,1,17,0,3052.68
184,7.98,1,15,5,1658.21
130,17.09,5,9,1,481.42
209,13.37,7,12,0,410.67
180,18.73,4,9,2,956.69
228,6.9,4,10,4,466.72
236,5.53,7,10,6,205.74
111,17.09,1,10,4,1708.54
46,3.94,2,14,5,92.56
168,2.58,6,11,5,68.94
55,11.25,4,10,3,174.46
270,18.58,1,12,5,4848.51
256,6.28,3,13,3,521.35
99,17.89,6,17,1,296.54
130,19.54,7,13,5,339.57
122,5.61,7,14,3,102.59
94,5.88,1,12,0,598.11
118,3.61,7,14,4,67.94
134,8.05,3,14,4,333.87
63,18.04,2,13,2,521.55
200,17.26,2,16,2,2106.84
128,14.21,3,15,5,678.41
231,9.62,5,10,5,381.17
159,12.43,3,14,1,627.04
71,13.39,7,13,6,144.47
190,2.35,1,12,2,436.53
105,9.92,3,10,0,410.67
125,11.6,4,9,6,362.9
30,7.02,1,9,3,232.35
225,18.73,5,10,3,894.64
203,5.49,7,10,1,168.91
117,15.29,1,17,3,1777.37
205,15.37,2,16,4,1606.09
162,16.68,7,10,3,477.86
89,2.63,5,11,2,42.5
197,7.09,1,15,4,1406.0
157,4.48,6,13,2,116.58
183,3.11,4,14,6,134.47
199,10.91,7,10,2,360.06
200,19.03,7,17,1,562.82
191,17.75,7,14,6,476.41
62,8.31,7,16,1,85.93
231,6.0,7,17,4,207.79
44,18.79,2,12,6,399.18
206,19.81,7,10,3,583.94
104,11.6,2,16,5,497.37
187,4.92,4,9,5,243.07
69,3.54,3,9,0,84.93
208,8.08,3,11,3,593.57
203,15.19,7,11,4,533.12
140,8.37,5,12,0,257.5
146,15.81,5,14,2,408.33
79,18.28,5,10,2,226.03
204,2.03,6,15,0,74.05
137,8.75,2,13,2,630.56
130,15.2,2,14,3,913.25
148,9.11,2,15,1,735.71
67,15.79,4,12,5,268.6
181,15.13,3,16,6,814.4
33,7.84,7,16,3,39.25
176,7.58,1,10,2,1342.18
76,10.65,7,9,1,124.15
250,19.43,5,16,3,885.94
91,3.74,5,16,5,64.32
57,11.32,7,13,2,75.69
224,8.22,1,16,3,2091.63
98,3.82,1,12,2,379.16
264,7.26,1,10,4,2422.75
264,14.46,7,12,0,508.33
199,9.11,2,12,2,825.64
115,9.87,7,14,5,174.36
169,8.17,6,14,3,233.17
18,19.2,4,14,6,104.09
81,4.85,1,12,5,373.21
193,19.25,3,10,2,1212.47
180,18.21,3,13,2,1001.1
88,10.98,7,11,5,148.38
106,3.76,3,11,3,120.55
151,9.28,6,12,3,211.25
125,9.49,2,9,1,580.94
55,14.48,5,14,6,176.14
73,11.25,5,14,5,159.99
101,6.08,1,16,5,613.79
130,17.05,2,15,2,1131.38
47,10.67,4,14,4,110.75
201,18.0,1,14,0,4401.22
163,16.36,5,14,5,586.11
177,15.18,5,14,2,616.84
94,7.31,1,11,3,644.27
36,11.99,1,16,1,407.18
114,14.66,6,10,2,271.9
196,6.39,3,14,4,353.67
105,5.48,7,17,3,88.97
86,19.89,6,14,4,248.83
253,2.4,7,13,4,77.06
226,16.78,7,17,5,544.68
176,10.58,4,13,0,438.26
208,3.07,3,11,0,247.05
45,8.98,6,13,5,65.84
112,2.32,1,14,2,217.32
149,18.56,4,17,0,714.11
58,4.27,1,15,2,238.39
35,17.83,2,12,2,324.06
139,5.63,1,17,5,802.35
86,12.81,7,14,6,167.88
50,11.66,2,10,3,318.96
149,4.15,6,13,6,106.43
18,3.44,3,9,3,21.32
62,14.59,1,10,1,909.98
100,13.8,4,12,6,359.63
214,8.09,6,17,0,324.8
192,2.19,4,12,5,119.6
246,19.33,5,16,1,922.79
251,11.7,4,15,5,693.31
212,17.88,7,16,4,516.97
149,8.15,6,15,2,240.46
119,3.94,6,13,6,77.4
137,18.52,4,16,2,680.42
41,10.31,7,9,3,56.79
119,17.37,2,13,4,1145.87
151,18.94,3,9,2,877.32
138,13.39,2,10,2,925.96
283,12.81,3,13,4,989.67
91,15.85,2,16,4,680.37
194,11.75,3,12,2,770.71
217,2.33,6,17,4,92.43
198,19.48,2,12,0,1798.94
105,7.69,3,10,4,317.99
169,6.14,2,11,1,404.13
257,14.64,5,12,1,874.27
199,17.99,5,14,2,724.1
200,7.54,4,16,2,380.16
170,9.28,1,14,3,1592.73
138,13.39,7,17,4,285.22
222,7.85,1,12,6,1775.82
118,14.09,2,11,1,994.2
99,4.46,5,9,3,101.07
267,17.45,6,10,2,772.0
129,7.85,6,9,6,161.87
211,15.62,1,16,5,3197.0
71,3.67,5,13,5,50.41
66,5.23,2,10,0,154.57
57,17.96,5,14,4,232.46
208,13.99,3,13,3,1124.42
84,19.57,6,13,0,249.57
78,8.17,6,9,6,117.32
117,19.98,4,15,6,635.74
105,2.79,6,12,6,46.58
108,2.73,4,10,5,73.71
161,15.88,2,12,2,1182.77
83,5.94,5,9,1,93.68
12,6.7,5,9,3,16.34
188,17.23,6,11,3,520.69
116,15.05,4,17,2,381.48
253,15.67,4,11,2,1038.36
145,10.59,3,11,1,507.14
84,16.96,2,10,1,722.79
246,15.69,2,13,1,1834.34
183,15.34,2,17,0,1404.96
99,19.16,1,10,0,1908.67
184,4.59,6,13,2,140.39
33,10.28,4,9,6,81.47
153,5.49,7,16,6,132.19
188,5.42,1,11,3,1213.5
199,12.36,5,9,0,466.62
26,12.12,7,9,2,51.32
142,11.24,2,13,5,913.16
143,5.7,5,15,5,148.48
262,16.59,4,11,0,1147.37
182,14.89,5,9,1,535.89
131,8.84,4,15,5,275.11
212,8.58,7,16,2,232.38
32,4.43,7,9,5,19.8
162,8.71,2,17,1,663.9
140,4.66,4,14,4,184.02
243,11.77,5,17,5,532.48
125,4.58,2,11,3,297.21
220,11.29,6,12,1,346.7
87,14.2,1,16,3,1329.04
239,17.43,3,10,2,1389.3
222,18.33,3,12,6,1359.37
19,15.91,1,14,6,275.99
128,10.74,1,17,4,1081.9
256,15.89,5,16,3,763.09
274,14.72,1,10,6,3960.37
98,9.45,4,17,5,231.1
38,18.85,3,9,0,256.65
220,18.33,6,10,5,653.76
66,7.22,6,15,5,65.16
50,4.8,3,10,2,77.1
220,7.21,3,9,4,559.03
210,14.85,4,15,0,867.41
24,7.65,3,9,6,60.14
188,4.46,7,11,0,103.51
10,13.28,7,14,5,19.33
87,11.77,3,14,4,331.71
185,5.06,7,10,1,124.31
75,10.42,3,12,4,240.93
55,15.08,2,9,4,396.81
232,14.81,3,15,6,1158.17
173,17.44,2,15,6,1460.08
175,13.39,6,16,4,340.31
100,14.44,2,11,3,866.77
40,16.9,5,9,1,180.25
140,9.7,7,9,6,185.85
134,6.98,6,15,6,160.65
151,18.22,3,13,2,1054.07
164,5.3,7,11,0,134.77
264,9.85,5,11,5,610.17
250,8.1,7,16,3,247.47
197,5.09,1,13,1,1151.05
225,5.72,7,9,4,205.55
175,2.41,4,10,5,108.88
157,7.14,3,10,6,287.27
95,13.22,5,10,5,239.48
71,14.81,5,13,3,195.2
100,17.64,1,16,3,1836.56
196,11.03,5,14,6,469.53
177,11.01,1,11,6,1962.57
159,15.98,5,15,0,483.48
107,10.35,1,9,2,1077.63
231,10.38,1,17,1,1928.75
29,6.85,5,14,5,38.26
152,14.63,6,11,5,374.85
179,17.68,6,10,1,513.41
180,7.34,3,15,1,292.21
196,3.88,4,10,6,200.4
139,11.18,1,12,4,1661.74
192,4.61,1,9,4,1022.2
54,15.04,5,14,3,174.78
73,16.81,4,10,5,285.44
141,3.9,1,16,2,489.52
161,11.84,3,9,0,745.29
109,12.82,5,17,5,256.8
145,5.28,6,16,6,122.63
113,14.19,5,10,0,275.97
251,13.72,4,11,2,790.57
170,15.88,1,15,1,2600.6
139,17.19,2,15,2,1408.64
177,5.64,6,13,0,186.58
188,18.22,7,13,4,435.09
178,11.35,3,11,2,677.43
144,4.56,1,13,3,602.95
152,11.73,3,11,4,548.1
24,14.7,1,9,3,355.55
165,3.34,2,10,3,271.63
42,10.25,4,13,6,107.42
189,6.74,4,11,2,326.56
230,9.1,4,13,3,431.9
89,14.72,7,15,5,218.33
125,9.06,1,16,1,1430.46
101,8.13,1,11,2,835.36
163,19.14,3,11,0,1028.27
97,3.91,4,11,1,93.7
265,17.22,2,15,4,1914.8
51,7.66,7,15,2,61.09
215,15.87,6,13,0,563.0
287,11.47,1,12,0,3144.15
193,16.75,1,15,2,3297.39
107,19.33,1,10,1,1845.85
51,10.74,1,12,5,513.27
180,10.22,1,15,0,2064.53
68,12.2,7,14,2,122.88
219,6.2,4,10,2,433.39
182,9.92,3,10,5,674.11
103,3.25,3,12,3,114.14
177,12.94,7,15,2,321.91
96,13.08,3,9,6,457.1
276,18.53,6,15,0,844.9
129,5.42,1,16,3,667.64
174,16.07,3,15,0,726.16
83,17.08,7,9,1,222.2
134,16.03,2,17,1,1039.31
44,8.53,4,14,0,102.75
65,11.8,6,11,6,124.46
29,18.98,4,9,6,142.85
53,17.23,5,9,4,204.74
175,12.1,4,10,4,666.44
261,9.89,4,15,4,719.5
111,5.46,4,14,0,141.46
42,11.84,6,17,2,88.05
119,9.65,6,16,3,185.49
210,8.35,6,12,2,291.25
238,9.18,1,12,5,1933.13
28,12.28,7,14,0,47.64
139,9.45,1,15,5,1377.36
168,14.56,3,13,6,855.96
174,4.01,4,13,5,199.51
59,13.74,2,10,2,427.71
39,11.1,3,12,6,137.55
177,19.28,7,16,5,456.1
92,11.63,7,10,1,166.75
10,6.18,1,9,3,60.42
210,12.32,7,17,0,376.78
205,8.48,3,16,3,644.26
151,18.06,4,15,6,754.83
117,7.92,7,14,4,135.41
114,16.77,1,14,4,1782.91
241,16.26,5,15,6,820.28
115,17.09,4,12,1,509.32
239,19.69,6,10,0,669.33
191,19.73,4,13,4,1104.09
159,10.2,7,11,3,238.59
116,7.45,7,10,6,136.21
71,6.13,1,9,3,484.55
198,4.18,3,13,1,267.56
135,2.78,1,9,5,354.87
244,19.45,2,12,4,2531.39
176,19.46,1,9,2,3250.93
114,4.75,3,15,4,169.13
139,16.24,2,15,1,1162.91
277,17.68,7,11,4,666.68
113,6.29,2,11,6,360.96
185,6.63,3,9,0,411.87
173,4.64,3,9,1,325.72
209,5.69,3,12,6,333.04
265,7.98,1,17,6,2363.05
215,7.53,1,12,6,1445.08
86,5.93,1,14,2,479.77
155,11.54,1,13,3,1793.45
59,16.79,3,14,6,339.74
94,19.84,7,9,4,294.74
75,14.9,1,13,6,1231.81
110,8.28,7,14,5,108.14
83,12.35,7,17,3,148.11
60,6.91,3,12,6,110.67
229,2.06,1,17,1,484.44
170,10.69,2,10,3,814.18
116,16.96,6,17,5,261.51
34,17.0,4,17,5,150.51
227,13.35,5,10,5,624.4
154,12.48,6,13,5,352.36
133,18.59,3,13,0,857.92
135,18.52,1,14,5,2226.64
89,16.42,5,13,1,282.92
141,11.59,5,16,1,256.47
246,7.53,4,17,4,414.46
23,16.22,4,14,6,97.43
218,11.32,1,15,1,2811.41
45,17.44,1,11,0,940.21
210,5.34,6,9,4,194.32
281,6.19,7,16,0,235.54
123,2.17,7,10,2,40.03
158,12.88,2,13,4,931.36
